UGC12224;8.78;0.26;-0.30;0.17;0.08;0.07;8.48;0.05;0.57;0.13
NGC7436B;9.47;0.32;-0.29;0.18;0.23;0.16;nan;nan;nan;nan
UGC12274;9.73;0.69;-0.19;0.11;0.07;0.04;nan;nan;1.28;0.42
UGC12308;8.38;0.27;-0.33;0.14;0.10;0.08;8.28;0.06;0.29;0.09
NGC7466;9.15;0.34;-0.40;0.15;0.32;0.11;8.52;0.04;1.25;0.18
NGC7489;8.22;0.26;-0.31;0.11;0.41;0.10;8.39;0.05;1.20;0.22
NGC7549;8.91;0.31;-0.31;0.17;0.40;0.15;8.53;0.05;1.13;0.17
NGC7563;9.70;0.63;-0.04;0.15;0.09;0.05;nan;nan;nan;nan
NGC7562;9.88;0.55;-0.16;0.12;0.01;0.01;nan;nan;nan;nan
NGC7591;9.20;0.29;-0.41;0.11;0.53;0.12;8.55;0.05;1.68;0.22
UGC12519;8.96;0.41;-0.44;0.10;0.54;0.07;8.51;0.04;1.01;0.10
UGC12518;9.69;0.29;-0.24;0.16;0.63;0.13;nan;nan;nan;nan
NGC7625;9.19;0.39;-0.47;0.10;0.49;0.17;8.56;0.03;1.08;0.16
NGC7631;9.23;0.41;-0.39;0.12;0.21;0.08;8.54;0.06;0.90;0.16
NGC7653;9.07;0.24;-0.45;0.12;0.11;0.08;8.55;0.04;0.74;0.13
NGC7671;9.85;0.64;-0.17;0.14;0.00;0.01;nan;nan;nan;nan
NGC7683;9.94;0.70;-0.16;0.15;0.09;0.03;nan;nan;nan;nan
UGC12688;8.67;0.33;-0.27;0.14;0.45;0.18;8.48;0.03;1.18;0.13
NGC7716;9.27;0.28;-0.44;0.16;0.10;0.05;8.49;0.03;0.70;0.14
NGC7738;9.71;0.46;-0.19;0.14;0.10;0.05;8.56;0.05;1.72;0.35
UGC12816;8.44;0.52;-0.21;0.19;0.31;0.21;8.38;0.06;0.76;0.15
NGC7783NED01;7.88;0.80;-0.17;0.17;0.04;0.05;nan;nan;nan;nan
UGC12864;8.78;0.35;-0.27;0.14;0.15;0.07;8.43;0.08;0.63;0.11
MCG-01-01-012;9.05;0.48;-0.20;0.19;1.39;0.10;nan;nan;2.84;0.40
NGC7800;8.55;0.41;-0.39;0.15;0.34;0.16;8.29;0.04;0.47;0.07
NGC5947;9.12;0.35;-0.30;0.16;0.02;0.02;8.54;0.03;0.59;0.13
NGC4676B;9.21;0.33;-0.24;0.20;0.05;0.05;8.48;0.04;1.62;0.21
